category	author	source	rating	sourcetype	rights	year	sourceid	title	body	rightsowner	webpage	minortitle	sourcelink	authorlink	dateadded	authorinfo	itemid	publisher	city	pages	authorfilename	authorlastnamefirst	authorlastnamestrong	linkedtags	sourceline	rightsline
Software Development.Requirements	Watts Humphrey	Managing the Software Process	3	Book	Copyright	1998	0201180952	Starting with Firm Requirements	<p> A common misperception is that we must start with firm requirements. There is a widespread but fallacious view that requirements are the customers&#8217; job and that development should not start until they are explicitly defined. The fact is that the demand for firm and unchanging requirements is mostly wishful thinking.... </p>	Addison-Wesley Publishing Company, Inc.					2006-11-30T14:29:32-08:00		102	Addison-Wesley			watts_humphrey	Humphrey, Watts	Watts <strong>Humphrey</strong>	<a href='../tags/software_development-requirements' rel='tag'>Software Development.Requirements</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Managing the Software Process</cite>, <span class='publisher'>Addison-Wesley</span>, <span class='datepublished'>1998</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0201180952/portablewisdo-20' class='isbn'>0201180952</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>1998</span> by <span class='rightsowner'>Addison-Wesley Publishing Company, Inc.</span>
Software Development	Watts Humphrey	Managing the Software Process	3	Book	Copyright	1998	0201180952	Talented People	<p> Talented people are the most important element in any software organization. </p>	Addison-Wesley Publishing Company, Inc.					2006-11-30T14:29:32-08:00		103	Addison-Wesley			watts_humphrey	Humphrey, Watts	Watts <strong>Humphrey</strong>	<a href='../tags/software_development' rel='tag'>Software Development</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Managing the Software Process</cite>, <span class='publisher'>Addison-Wesley</span>, <span class='datepublished'>1998</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0201180952/portablewisdo-20' class='isbn'>0201180952</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>1998</span> by <span class='rightsowner'>Addison-Wesley Publishing Company, Inc.</span>
Software Development	Watts Humphrey	Winning with Software: An Executive Strategy	3	Book	Copyright	2002	0201776391	Herding Software Engineers	<p> Trying to change the behavior of software engineers is like herding cats. They are very independent people; they all have their own ideas, and they won't tell you what they think, particularly if they disagree with you. They just do what they want to do. </p>	Pearson Education, Inc.					2006-11-30T14:29:32-08:00		104				watts_humphrey	Humphrey, Watts	Watts <strong>Humphrey</strong>	<a href='../tags/software_development' rel='tag'>Software Development</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Winning with Software: An Executive Strategy</cite>, <span class='datepublished'>2002</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0201776391/portablewisdo-20' class='isbn'>0201776391</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2002</span> by <span class='rightsowner'>Pearson Education, Inc.</span>
Problem Solving	Wernher Von Braun	unknown	3	unknown				One test result	<p> One test result is worth one thousand expert opinions. </p>						2009-10-26T19:31:10-07:00		176				wernher_von_braun	Braun, Wernher Von	Wernher Von <strong>Braun</strong>	<a href='../tags/problem_solving' rel='tag'>Problem Solving</a>		
Eternity	William Blake	The Portable William Blake	3	Book	Public Domain		0140150269	To see a world in a grain of sand	<p> To see a world in a grain of sand <br /> And heaven in a wild flower <br /> Hold infinity in the palm of your hand <br /> And eternity in an hour. </p>			Auguries of Innocence			2007-02-28T05:28:16-08:00		105				william_blake	Blake, William	William <strong>Blake</strong>	<a href='../tags/eternity' rel='tag'>Eternity</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>The Portable William Blake</cite>, <cite class='minortitle'>&#8220;Auguries of Innocence&#8221;</cite>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0140150269/portablewisdo-20' class='isbn'>0140150269</a> 	<span class='rights'>Public Domain</span> 
Art	William Blake	unknown	3	unknown	Public Domain			Art, Science and Empire	<p> The foundation of empire is art and science. Remove them or degrade them, and the empire is no more. Empire follows art and not vice versa as Englishmen suppose. </p>						2007-02-28T05:26:45-08:00		106				william_blake	Blake, William	William <strong>Blake</strong>	<a href='../tags/art' rel='tag'>Art</a>		<span class='rights'>Public Domain</span> 
Ethics	William Blake	unknown	3	unknown	Public Domain			Expectations of holiness	<p> It is not because angels are holier than men or devils that makes them angels, but because they do not expect holiness from one another, but from God only. </p>						2007-02-28T05:24:29-08:00		107				william_blake	Blake, William	William <strong>Blake</strong>	<a href='../tags/ethics' rel='tag'>Ethics</a>		<span class='rights'>Public Domain</span> 
Ethics	William Blake	unknown	3	unknown	Public Domain			Minute Particulars	<p> He who would do good to another must do it in Minute Particulars: general Good is the plea of the scoundrel, hypocrite, and flatterer, for Art and Science cannot exist but in minutely organized Particulars. </p>						2007-02-28T05:22:20-08:00		108				william_blake	Blake, William	William <strong>Blake</strong>	<a href='../tags/ethics' rel='tag'>Ethics</a>		<span class='rights'>Public Domain</span> 
Software Development	William J. Brown, Hays W. McCormick III and Scott W. Thomas	AntiPatterns and Patterns in Software Configuration Management	3	Book	Copyright	1999	0471329290	Drive-Through Coding	<p> Somehow, software development has evolved into the equivalent of a drive-through lane at a fast-food restaurant, where code is automatically generated without concern for the long-term system impact. </p>	William J. Brown, Hays W. Skip McCormick III, Scott W. Thomas					2006-11-30T14:29:32-08:00		110				william_j_brown_hays_w_mccormick_iii_and_scott_w_thomas	Brown, William J., McCormick III, Hays W. and Thomas, Scott W.	William J. <strong>Brown</strong>, Hays W. <strong>McCormick III</strong> and Scott W. <strong>Thomas</strong>	<a href='../tags/software_development' rel='tag'>Software Development</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>AntiPatterns and Patterns in Software Configuration Management</cite>, <span class='datepublished'>1999</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0471329290/portablewisdo-20' class='isbn'>0471329290</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>1999</span> by <span class='rightsowner'>William J. Brown, Hays W. Skip McCormick III, Scott W. Thomas</span>
Conflict	William J. Brown, Hays W. McCormick III and Scott W. Thomas	AntiPatterns and Patterns in Software Configuration Management	3	Book	Copyright	1999	0471329290	Nirvana Antipattern	<p> The typical, and primary, root cause of [the Nirvana] AntiPattern is the misguided notion that conflict is bad, and therefore should be avoided at all costs. In reality, conflict in the form of tension ... is a necessary part of any difficult task that involves intelligent people who care about their work. </p>	William J. Brown, Hays W. Skip McCormick III, Scott W. Thomas					2006-11-30T14:29:32-08:00		109				william_j_brown_hays_w_mccormick_iii_and_scott_w_thomas	Brown, William J., McCormick III, Hays W. and Thomas, Scott W.	William J. <strong>Brown</strong>, Hays W. <strong>McCormick III</strong> and Scott W. <strong>Thomas</strong>	<a href='../tags/conflict' rel='tag'>Conflict</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>AntiPatterns and Patterns in Software Configuration Management</cite>, <span class='datepublished'>1999</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/0471329290/portablewisdo-20' class='isbn'>0471329290</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>1999</span> by <span class='rightsowner'>William J. Brown, Hays W. Skip McCormick III, Scott W. Thomas</span>
Government	William Jennings Bryan	Democratic National Convention	3	Speech		1896		Two ideas of government	<p> There are two ideas of government. There are those who believe that you just legislate to make the well-to-do prosperous, that their prosperity will leak through on those below. The Democratic idea has been that if you legislate to make the masses prosperous, their prosperity will find its way up and through every class that rests upon it. </p>						2010-01-22T15:22:21-08:00		178				william_jennings_bryan	Bryan, William Jennings	William Jennings <strong>Bryan</strong>	<a href='../tags/government' rel='tag'>Government</a>	the <span class='sourcetype'>Speech</span> <cite class='majortitle'>Democratic National Convention</cite>, <span class='datepublished'>1896</span>	
Government	Winston Churchill	unknown	3	unknown				Democracy is Worst Form of Government	<p> Democracy is the worst form of government, except for all those others that have been tried. </p>						2006-11-30T14:29:32-08:00		111				winston_churchill	Churchill, Winston	Winston <strong>Churchill</strong>	<a href='../tags/government' rel='tag'>Government</a>		
Integrity	Wynton Marsalis	Moving to Higher Ground: How Jazz Can Change Your Life	3	Book	Copyright	2008	1400060788	Integrity and Conviction	<p> The best jazz had always been the embodiment of integrity and conviction. Because the musicians&#8217; skills and competence were so hard-earned, it was difficult to get them to compromise. Once jazzmen began making the decision to water down their artistry for notoriety, publicity, or money, our art began to face the same challenges that our government and many businesses face: dearth of leadership, lack of quality, loss of meaning, insensitivity to people&#8212;ultimately a wholesale loss of faith: &#8216;Well, what is jazz, anyway?&#8217; &#8216;What difference does it make what I play?&#8217; </p>	Wynton Marsalis Enterprises					2008-10-20T14:01:54-07:00		151	Random House	New York	166	wynton_marsalis	Marsalis, Wynton	Wynton <strong>Marsalis</strong>	<a href='../tags/integrity' rel='tag'>Integrity</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Moving to Higher Ground: How Jazz Can Change Your Life</cite>, <span class='city'>New York</span>: <span class='publisher'>Random House</span>, <span class='datepublished'>2008</span>, page&nbsp;<span class='pages'>166</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/1400060788/portablewisdo-20' class='isbn'>1400060788</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2008</span> by <span class='rightsowner'>Wynton Marsalis Enterprises</span>
Art.Jazz	Wynton Marsalis	Moving to Higher Ground: How Jazz Can Change Your Life	3	Book	Copyright	2008	1400060788	Linked in Freedom	<p> The originators of jazz were only two generations removed from slavery. They were victims of rigorous forms of segregation that routinely and institutionally denied their humanity. So freedom was much more than a word to them. These pioneering musicians were exuberant about exhibiting this newfound personal freedom through their art. But they were also excited about hearing other people do the same thing. They understood that all were inextricably linked in freedom, just as they had been inextricably linked in bondage. And it wasn't theory; it was life as they lived it. </p>	Wynton Marsalis Enterprises					2008-10-20T13:28:13-07:00		152	Random House	New York	162	wynton_marsalis	Marsalis, Wynton	Wynton <strong>Marsalis</strong>	<a href='../tags/art-jazz' rel='tag'>Art.Jazz</a>	the <span class='sourcetype'>Book</span> <cite class='majortitle'>Moving to Higher Ground: How Jazz Can Change Your Life</cite>, <span class='city'>New York</span>: <span class='publisher'>Random House</span>, <span class='datepublished'>2008</span>, page&nbsp;<span class='pages'>162</span>, ISBN&nbsp;<a href='http://www.amazon.com/exec/obidos/ASIN/1400060788/portablewisdo-20' class='isbn'>1400060788</a> 	<span class='rights'>Copyright</span> &copy; <span class='datepublished'>2008</span> by <span class='rightsowner'>Wynton Marsalis Enterprises</span>
